filename,CU:,SR:,CS:,species,master_tape
7703501N,656  B6:00.00  12:10.693,166600,1.695,Long-Finned Pilot Whale,77035
7703501O,656  B6:00.00  12:13.914,166600,1.824,Long-Finned Pilot Whale,77035
7703501P,656  B6:00.00  12:18.424,166600,1.050,Long-Finned Pilot Whale,77035
7703501Q,656  B6:00.00  12:27.111,166600,1.704,Long-Finned Pilot Whale,77035
7703501R,656  B6:00.00  12:29.088,166600,1.621,Long-Finned Pilot Whale,77035
7703501S,656  B6:00.00  12:39.620,166600,1.732,Long-Finned Pilot Whale,77035
7703501T,656  B6:00.00  12:56.499,166600,1.943,Long-Finned Pilot Whale,77035
7703501U,656  B6:00.00  13:13.744,166600,1.454,Long-Finned Pilot Whale,77035
7703501V,656  B6:00.00  13:53.442,166600,1.660,Long-Finned Pilot Whale,77035
7703501W,656  B6:00.00  15:00.741,166600,1.610,Long-Finned Pilot Whale,77035
7703501X,656  B6:00.00  15:05.305,166600,1.404,Long-Finned Pilot Whale,77035
7703501Y,656  B6:00.00  15:49.067,166600,2.526,Long-Finned Pilot Whale,77035
7703501Z,656  B6:00.00  15:58.817,166600,1.971,Long-Finned Pilot Whale,77035
77035020,656  B6:00.00  16:04.719,166600,1.593,Long-Finned Pilot Whale,77035
77035021,656  B6:00.00  16:07.584,166600,1.521,Long-Finned Pilot Whale,77035
77035022,656  B6:00.00  16:24.840,166600,1.360,Long-Finned Pilot Whale,77035
77035023,656  B6:00.00  16:29.793,166600,2.992,Long-Finned Pilot Whale,77035
77035024,656  B6:00.00  16:59.553,166600,1.465,Long-Finned Pilot Whale,77035
77035025,656  B6:00.00  17:01.507,166600,1.721,Long-Finned Pilot Whale,77035
77035026,656  B6:00.00  17:06.482,166600,1.821,Long-Finned Pilot Whale,77035
77035027,656  B6:00.00  17:09.680,166600,2.370,Long-Finned Pilot Whale,77035
77035028,656  B6:00.00  17:15.587,166600,2.032,Long-Finned Pilot Whale,77035
77035029,656  B6:00.00  17:20.473,166600,2.043,Long-Finned Pilot Whale,77035
7703502A,656  B6:00.00  17:22.955,166600,2.315,Long-Finned Pilot Whale,77035
7703502B,656  B6:00.00  17:35.581,166600,1.460,Long-Finned Pilot Whale,77035
7703502C,656  B6:00.00  17:38.551,166600,1.493,Long-Finned Pilot Whale,77035
7703502D,656  B6:00.00  17:45.864,166600,1.443,Long-Finned Pilot Whale,77035
64005001,0  B24:59.904  1:51.102,55000,1.536,Pantropical Spotted Dolphin,64005
64005002,0  B24:59.904  1:52.945,55000,1.491,Pantropical Spotted Dolphin,64005
64005003,0  B24:59.904  1:56.017,55000,1.548,Pantropical Spotted Dolphin,64005
64005004,0  B24:59.904  2:05.592,55000,3.027,Pantropical Spotted Dolphin,64005
64005005,0  B24:59.904  2:28.996,55000,2.900,Pantropical Spotted Dolphin,64005
64005006,0  B24:59.904  2:37.906,55000,2.480,Pantropical Spotted Dolphin,64005
64005007,0  B24:59.904  3:26.969,55000,1.205,Pantropical Spotted Dolphin,64005
64005008,0  B24:59.904  3:29.851,55000,2.410,Pantropical Spotted Dolphin,64005
64005009,0  B24:59.904  3:34.724,55000,1.676,Pantropical Spotted Dolphin,64005
6400500A,0  B24:59.904  3:42.361,55000,2.775,Pantropical Spotted Dolphin,64005
6400500B,0  B24:59.904  3:53.475,55000,2.835,Pantropical Spotted Dolphin,64005
6400500C,0  B24:59.904  3:29.764,55000,3.213,Pantropical Spotted Dolphin,64005
6400500D,0  B24:59.904  3:35.000,55000,1.237,Pantropical Spotted Dolphin,64005
6400500E,0  B24:59.904  3:42.331,55000,3.003,Pantropical Spotted Dolphin,64005
6400500F,0  B24:59.904  4:47.819,55000,1.500,Pantropical Spotted Dolphin,64005
6400500G,0  B24:59.904  4:55.206,55000,4.188,Pantropical Spotted Dolphin,64005
6400500H,0  B24:59.904  5:09.771,55000,2.767,Pantropical Spotted Dolphin,64005
6400500I,0  B24:59.904  5:13.107,55000,2.913,Pantropical Spotted Dolphin,64005
6400500J,0  B24:59.904  5:17.527,55000,1.840,Pantropical Spotted Dolphin,64005
6400500K,0  B24:59.904  5:23.115,55000,3.336,Pantropical Spotted Dolphin,64005
6400500L,0  B24:59.904  5:26.451,55000,2.168,Pantropical Spotted Dolphin,64005
6400500M,0  B24:59.904  5:29.245,55000,1.522,Pantropical Spotted Dolphin,64005
6400500N,0  B24:59.904  5:31.789,55000,1.714,Pantropical Spotted Dolphin,64005
6400500O,0  B24:59.904  5:57.134,55000,3.229,Pantropical Spotted Dolphin,64005
6400500P,0  B24:59.904  6:03.029,55000,3.402,Pantropical Spotted Dolphin,64005
6400500Q,0  B24:59.904  6:06.432,55000,3.190,Pantropical Spotted Dolphin,64005
6400500R,0  B24:59.904  6:11.550,55000,2.357,Pantropical Spotted Dolphin,64005
6400500S,0  B24:59.904  6:14.656,55000,1.966,Pantropical Spotted Dolphin,64005
6400500T,0  B24:59.904  6:19.126,55000,2.682,Pantropical Spotted Dolphin,64005
6400500U,0  B24:59.904  6:21.553,55000,3.379,Pantropical Spotted Dolphin,64005
6400500V,0  B24:59.904  6:24.932,55000,3.522,Pantropical Spotted Dolphin,64005
6400500W,0  B24:59.904  6:29.026,55000,3.903,Pantropical Spotted Dolphin,64005
6400500X,0  B24:59.904  6:43.869,55000,2.396,Pantropical Spotted Dolphin,64005
6400500Y,0  B15:00  5:04.897,55500,1.532,Pantropical Spotted Dolphin,64005
6400500Z,0  B24:59.904  6:58.021,55000,2.706,Pantropical Spotted Dolphin,64005
64005010,0  B15:00  5:09.161,55500,2.782,Pantropical Spotted Dolphin,64005
64005011,0  B24:59.904  7:02.233,55000,1.459,Pantropical Spotted Dolphin,64005
64005012,0  B24:59.904  7:10.448,55000,1.423,Pantropical Spotted Dolphin,64005
64005013,0  B24:59.904  7:22.433,55000,3.367,Pantropical Spotted Dolphin,64005
64005014,0  B24:59.904  7:27.633,55000,2.800,Pantropical Spotted Dolphin,64005
64005015,0  B24:59.904  3:26.969,55000,.372,Pantropical Spotted Dolphin,64005
64005016,0  B24:59.904  4:55.206,55000,.800,Pantropical Spotted Dolphin,64005
64005017,0  B24:59.904  4:55.206,55000,.708,Pantropical Spotted Dolphin,64005
64005018,0  B24:59.904  5:09.771,55000,.679,Pantropical Spotted Dolphin,64005
64005019,0  B24:59.904  6:06.432,55000,.751,Pantropical Spotted Dolphin,64005
6400501A,0  B24:59.904  6:19.126,55000,.888,Pantropical Spotted Dolphin,64005
6400501B,0  B24:59.904  6:19.126,55000,.753,Pantropical Spotted Dolphin,64005
6400501C,0  B24:59.904  6:24.932,55000,.920,Pantropical Spotted Dolphin,64005
6400501D,0  B24:59.904  6:24.932,55000,.788,Pantropical Spotted Dolphin,64005
6400501E,0  B15:00  5:48.706,55500,1.806,Pantropical Spotted Dolphin,64005
6400501F,0  B15:00  5:50.289,55500,1.806,Pantropical Spotted Dolphin,64005
6400501G,0  B15:00  5:51.884,55500,1.302,Pantropical Spotted Dolphin,64005
6400501H,0  B15:00  5:52.966,55500,1.737,Pantropical Spotted Dolphin,64005
6400501I,0  B15:00  5:54.684,55500,2.972,Pantropical Spotted Dolphin,64005
6400501J,0  B15:00  5:57.437,55500,2.256,Pantropical Spotted Dolphin,64005
6400501K,0  B15:00  5:59.425,55500,1.667,Pantropical Spotted Dolphin,64005
6400501L,0  B15:00  6:00.603,55500,2.768,Pantropical Spotted Dolphin,64005
6400501M,0  B15:00  6:03.276,55500,3.181,Pantropical Spotted Dolphin,64005
6400501N,0  B15:00  6:06.044,55500,1.734,Pantropical Spotted Dolphin,64005
6400501O,0  B15:00  6:07.349,55500,1.559,Pantropical Spotted Dolphin,64005
6400501P,0  B15:00  6:12.615,55500,1.097,Pantropical Spotted Dolphin,64005
6400501Q,0  B15:00  6:13.506,55500,1.559,Pantropical Spotted Dolphin,64005
6400501R,0  B15:00  6:14.572,55500,1.559,Pantropical Spotted Dolphin,64005
6400501S,0  B15:00  6:15.654,55500,1.511,Pantropical Spotted Dolphin,64005
6400501U,0  B15:00  6:16.719,55500,1.463,Pantropical Spotted Dolphin,64005
6400501V,0  B15:00  6:17.722,55500,1.622,Pantropical Spotted Dolphin,64005
6400501W,0  B15:00  6:18.947,55500,1.861,Pantropical Spotted Dolphin,64005
6400501X,0  B15:00  6:20.570,55500,1.622,Pantropical Spotted Dolphin,64005
6400501Y,0  B15:00  6:22.049,55500,1.394,Pantropical Spotted Dolphin,64005
6400501Z,0  B15:00  6:22.940,55500,3.897,Pantropical Spotted Dolphin,64005
64005020,0  B15:00  6:26.122,55500,2.093,Pantropical Spotted Dolphin,64005
64005021,0  B15:00  6:32.263,55500,2.275,Pantropical Spotted Dolphin,64005
64005022,0  B15:00  6:35.414,55500,3.627,Pantropical Spotted Dolphin,64005
64005023,0  B15:00  6:44.960,55500,1.781,Pantropical Spotted Dolphin,64005
64005024,0  B15:00  6:49.478,55500,3.064,Pantropical Spotted Dolphin,64005
64005025,0  B15:00  6:51.911,55500,2.199,Pantropical Spotted Dolphin,64005
64005026,0  B15:00  6:53.792,55500,1.777,Pantropical Spotted Dolphin,64005
64005027,0  B15:00  7:00.003,55500,3.669,Pantropical Spotted Dolphin,64005
64005028,0  B15:00  7:10.201,55500,1.358,Pantropical Spotted Dolphin,64005
64005029,0  B15:00  7:11.221,55500,1.430,Pantropical Spotted Dolphin,64005
6400502A,0  B15:00  7:12.169,55500,2.611,Pantropical Spotted Dolphin,64005
6400502B,0  B15:00  7:14.002,55500,2.998,Pantropical Spotted Dolphin,64005
6400502C,0  B15:00  7:19.016,55500,3.728,Pantropical Spotted Dolphin,64005
6400502D,0  B15:00  7:50.335,55500,2.243,Pantropical Spotted Dolphin,64005
6400502E,0  B15:00  7:52.225,55500,4.763,Pantropical Spotted Dolphin,64005
6400502F,0  B15:00  7:56.540,55500,2.070,Pantropical Spotted Dolphin,64005
6400502G,0  B15:00  7:58.472,55500,2.125,Pantropical Spotted Dolphin,64005
6400502H,0  B15:00  8:00.488,55500,0.976,Pantropical Spotted Dolphin,64005
6400502I,0  B15:00  8:01.165,55500,3.670,Pantropical Spotted Dolphin,64005
6400502J,0  B15:00  8:04.620,55500,2.195,Pantropical Spotted Dolphin,64005
6400502K,0  B15:00  8:06.604,55500,1.547,Pantropical Spotted Dolphin,64005
6400502L,0  B15:00  8:07.779,55500,4.629,Pantropical Spotted Dolphin,64005
6400502M,0  B15:00  8:12.387,55500,5.313,Pantropical Spotted Dolphin,64005
6400502N,0  B15:00  8:17.619,55500,4.294,Pantropical Spotted Dolphin,64005
6400502O,0  B15:00  8:21.375,55500,7.048,Pantropical Spotted Dolphin,64005
6400502P,0  B15:00  8:28.123,55500,2.382,Pantropical Spotted Dolphin,64005
6400502Q,0  B15:00  8:31.042,55500,3.110,Pantropical Spotted Dolphin,64005
6400502R,0  B15:00  8:33.880,55500,1.842,Pantropical Spotted Dolphin,64005
6400502S,0  B15:00  8:35.356,55500,2.512,Pantropical Spotted Dolphin,64005
6400502T,0  B15:00  8:37.894,55500,2.405,Pantropical Spotted Dolphin,64005
6400502U,0  B15:00  8:40.249,55500,3.851,Pantropical Spotted Dolphin,64005
6400502V,0  B15:00  8:48.400,55500,4.108,Pantropical Spotted Dolphin,64005
6400502W,0  B15:00  8:52.826,55500,5.129,Pantropical Spotted Dolphin,64005
6400502X,0  B15:00  8:58.205,55500,1.753,Pantropical Spotted Dolphin,64005
6400502Y,0  B15:00  8:59.608,55500,1.522,Pantropical Spotted Dolphin,64005
6400502Z,0  B15:00  9:00.760,55500,1.839,Pantropical Spotted Dolphin,64005
64005030,0  B15:00  9:02.130,55500,1.405,Pantropical Spotted Dolphin,64005
64005031,0  B15:00  9:03.355,55500,2.458,Pantropical Spotted Dolphin,64005
64005032,0  B15:00  9:05.493,55500,2.027,Pantropical Spotted Dolphin,64005
64005033,0  B15:00  9:07.330,55500,3.332,Pantropical Spotted Dolphin,64005
64005034,0  B15:00  9:10.448,55500,3.010,Pantropical Spotted Dolphin,64005
64005035,0  B15:00  9:13.323,55500,3.748,Pantropical Spotted Dolphin,64005
64005036,0  B15:00  9:23.372,55500,3.243,Pantropical Spotted Dolphin,64005
64005037,0  B15:00  9:29.188,55500,2.806,Pantropical Spotted Dolphin,64005
64005038,0  B15:00  9:35.335,55500,2.672,Pantropical Spotted Dolphin,64005
64005039,0  B15:00  9:39.711,55500,4.292,Pantropical Spotted Dolphin,64005
6400503A,0  B15:00  9:43.719,55500,1.456,Pantropical Spotted Dolphin,64005
6400503B,0  B15:00  9:45.176,55500,4.977,Pantropical Spotted Dolphin,64005
6400503C,0  B15:00  10:03.763,55500,1.625,Pantropical Spotted Dolphin,64005
6400503D,0  B15:00  10:57.002,55500,1.813,Pantropical Spotted Dolphin,64005
6400503E,0  B15:00  10:58.680,55500,2.527,Pantropical Spotted Dolphin,64005
6400503F,0  B15:00  11:00.810,55500,2.907,Pantropical Spotted Dolphin,64005
6400503G,0  B15:00  11:03.105,55500,4.908,Pantropical Spotted Dolphin,64005
6400503H,0  B15:00  11:09.068,55500,1.815,Pantropical Spotted Dolphin,64005
6400503I,0  B15:00  11:10.390,55500,3.867,Pantropical Spotted Dolphin,64005
6400503J,0  B15:00  11:16.713,55500,3.086,Pantropical Spotted Dolphin,64005
6400503K,0  B15:00  11:19.946,55500,1.422,Pantropical Spotted Dolphin,64005
6400503L,0  B15:00  11:21.158,55500,3.458,Pantropical Spotted Dolphin,64005
6400503M,0  B15:00  11:24.487,55500,2.283,Pantropical Spotted Dolphin,64005
6400503N,0  B15:00  11:26.723,55500,4.095,Pantropical Spotted Dolphin,64005
6400503O,0  B15:00  11:32.633,55500,1.810,Pantropical Spotted Dolphin,64005
6400503P,0  B15:00  11:34.217,55500,1.874,Pantropical Spotted Dolphin,64005
6400503Q,0  B15:00  11:35.639,55500,2.359,Pantropical Spotted Dolphin,64005
6400503R,0  B15:00  11:37.788,55500,2.909,Pantropical Spotted Dolphin,64005
6400503S,0  B15:00  11:42.443,55500,1.750,Pantropical Spotted Dolphin,64005
6400503T,0  B15:00  11:43.817,55500,2.979,Pantropical Spotted Dolphin,64005
6400503U,0  B15:00  11:47.340,55500,2.214,Pantropical Spotted Dolphin,64005
6400503V,0  B15:00  11:49.280,55500,2.391,Pantropical Spotted Dolphin,64005
6400503W,0  B15:00  11:51.672,55500,7.240,Pantropical Spotted Dolphin,64005
6400503X,0  B15:00  11:58.961,55500,1.600,Pantropical Spotted Dolphin,64005
6400503Y,0  B15:00  12:00.157,55500,3.070,Pantropical Spotted Dolphin,64005
6400503Z,0  B15:00  12:03.131,55500,4.907,Pantropical Spotted Dolphin,64005
64005040,0  B15:00  12:07.783,55500,2.445,Pantropical Spotted Dolphin,64005
64005041,0  B15:00  12:10.067,55500,1.433,Pantropical Spotted Dolphin,64005
64005042,0  B15:00  12:11.279,55500,1.514,Pantropical Spotted Dolphin,64005
64005043,0  B15:00  12:12.569,55500,2.715,Pantropical Spotted Dolphin,64005
64005044,0  B15:00  12:16.707,55500,2.860,Pantropical Spotted Dolphin,64005
64005045,0  B15:00  12:26.663,55500,1.810,Pantropical Spotted Dolphin,64005
64005046,0  B15:00  12:38.899,55500,2.185,Pantropical Spotted Dolphin,64005
64005047,0  B15:00  12:40.552,55500,2.613,Pantropical Spotted Dolphin,64005
64005048,0  B15:00  12:44.375,55500,3.921,Pantropical Spotted Dolphin,64005
64005049,0  B15:00  12:48.499,55500,1.554,Pantropical Spotted Dolphin,64005
6400504A,0  B15:00  12:51.228,55500,4.888,Pantropical Spotted Dolphin,64005
6400504B,0  B15:00  13:12.480,55500,2.030,Pantropical Spotted Dolphin,64005
6400504C,0  B15:00  13:33.886,55500,4.852,Pantropical Spotted Dolphin,64005
6400504D,1:30.347-4:20.922,192000,2:50.575,Pantropical Spotted Dolphin,64005
6400504E,1:36.403-1:56.301,192000,19.898,Pantropical Spotted Dolphin,64005
6400504F,1:54.859-2:02.789,192000,7.903,Pantropical Spotted Dolphin,64005
6400504G,4:51.195-7:30.814,192000,2:39.618,Pantropical Spotted Dolphin,64005
6400504H,9:35.920-9:57.490,192000,21.570,Pantropical Spotted Dolphin,64005
6400504I,7:52.384-10:03.961,192000,2:11.577,Pantropical Spotted Dolphin,64005
6400504J,11:02.201-13:05.150,192000,2:02.949,Pantropical Spotted Dolphin,64005
6400504K,14:22.802-14:43.294,192000,20.491,Pantropical Spotted Dolphin,64005
6400504L,17:12.127-17:53.311,192000,40.983,Pantropical Spotted Dolphin,64005
6400504M,18:01.738-18:39.486,192000,37.747,Pantropical Spotted Dolphin,64005
6400504N,2:05.148-2:27.738,192000,22.590,Pantropical Spotted Dolphin,64005
84021003,53  B47.5  24.40,40960,3.781,Sperm Whale,84021
90027001,402  B12:00  2:07.503,166600,1.977,Pantropical Spotted Dolphin,90027
90027002,402  B12:00  2:13.804,166600,1.832,Pantropical Spotted Dolphin,90027
90027003,402  B12:00  2:27.778,166600,1.852,Pantropical Spotted Dolphin,90027
90027004,402  B12:00  2:45.448,166600,2.562,Pantropical Spotted Dolphin,90027
90027005,402  B12:00  2:58.213,166600,2.534,Sperm Whale,90027
90027006,402  B12:00  3:00.655,166600,2.395,Sperm Whale,90027
90027007,402  B12:00  3:03.050,166600,1.847,Pantropical Spotted Dolphin,90027
90027008,402  B12:00  3:05.620,166600,2.064,Pantropical Spotted Dolphin,90027
90027009,402  B12:00  3:06.985,166600,1.809,Pantropical Spotted Dolphin,90027
9002700A,402  B12:00  3:09.593,166600,2.224,Pantropical Spotted Dolphin,90027
9002700B,402  B12:00  3:11.818,166600,1.988,Pantropical Spotted Dolphin,90027
9002700C,402  B12:00  3:17.496,166600,2.182,Pantropical Spotted Dolphin,90027
9002700D,402  B12:00  3:19.682,166600,2.185,Pantropical Spotted Dolphin,90027
9002700E,402  B12:00  3:21.868,166600,2.185,Pantropical Spotted Dolphin,90027
9002700F,402  B12:00  3:24.053,166600,2.165,Pantropical Spotted Dolphin,90027
9002700G,402  B12:00  3:26.239,166600,2.185,Pantropical Spotted Dolphin,90027
9002700H,402  B12:00  3:28.425,166600,2.185,Pantropical Spotted Dolphin,90027
9002700I,402  B12:00  3:30.611,166600,1.533,Pantropical Spotted Dolphin,90027
9002700J,402  B12:00  3:32.226,166600,1.881,Pantropical Spotted Dolphin,90027
9002700K,402  B12:00  3:34.108,166600,2.185,Pantropical Spotted Dolphin,90027
9002700L,402  B12:00  3:36.987,166600,1.492,Pantropical Spotted Dolphin,90027
9002700M,402  B12:00  3:38.507,166600,2.158,Pantropical Spotted Dolphin,90027
9002700N,402  B12:00  3:40.666,166600,2.049,Pantropical Spotted Dolphin,90027
9002700O,402  B12:00  3:42.852,166600,2.185,Pantropical Spotted Dolphin,90027
9002700P,402  B12:00  3:45.037,166600,2.025,Pantropical Spotted Dolphin,90027
9002700R,402  B12:00  3:50.109,166600,1.485,Pantropical Spotted Dolphin,90027
9002700S,402  B12:00  3:54.218,166600,2.185,Pantropical Spotted Dolphin,90027
9002700T,402  B12:00  3:56.404,166600,2.185,Pantropical Spotted Dolphin,90027
9002700U,402  B12:00  3:58.590,166600,2.185,Pantropical Spotted Dolphin,90027
9002700V,402  B12:00  4:02.008,166600,1.427,Pantropical Spotted Dolphin,90027
9002700W,402  B12:00  4:04.802,166600,1.656,Pantropical Spotted Dolphin,90027
9002700Y,402  B12:00  4:09.956,166600,2.185,Pantropical Spotted Dolphin,90027
9002700Z,402  B12:00  4:12.142,166600,2.185,Pantropical Spotted Dolphin,90027
90027011,402  B12:00  4:16.513,166600,2.185,Pantropical Spotted Dolphin,90027
90027012,402  B12:00  4:18.699,166600,1.854,Pantropical Spotted Dolphin,90027
90027013,402  B12:00  4:21.759,166600,1.967,Pantropical Spotted Dolphin,90027
90027014,402  B12:00  4:24.287,166600,1.625,Sperm Whale,90027
90027015,402  B12:00  4:25.984,166600,2.114,Pantropical Spotted Dolphin,90027
90027016,402  B12:00  4:29.253,166600,1.646,Pantropical Spotted Dolphin,90027
90027018,402  B12:00  4:35.093,166600,2.185,Pantropical Spotted Dolphin,90027
90027019,402  B12:00  4:38.413,166600,1.707,Pantropical Spotted Dolphin,90027
9002701A,402  B12:00  4:40.120,166600,1.830,Pantropical Spotted Dolphin,90027
9002701C,402  B12:00  4:45.804,166600,2.144,Pantropical Spotted Dolphin,90027
9002701E,402  B12:00  4:50.175,166600,2.185,Pantropical Spotted Dolphin,90027
9002701F,402  B12:00  4:52.361,166600,2.185,Pantropical Spotted Dolphin,90027
9002701I,402  B12:00  5:00.011,166600,1.608,Pantropical Spotted Dolphin,90027
9002701J,402  B12:00  5:01.822,166600,1.687,Pantropical Spotted Dolphin,90027
9002701K,402  B12:00  5:03.509,166600,1.953,Pantropical Spotted Dolphin,90027
9002701L,402  B12:00  5:05.684,166600,1.977,Pantropical Spotted Dolphin,90027
9002701N,402  B12:00  5:10.503,166600,2.185,Pantropical Spotted Dolphin,90027
9002701O,402  B12:00  5:12.689,166600,2.185,Pantropical Spotted Dolphin,90027
9002701P,402  B12:00  5:16.187,166600,2.185,Pantropical Spotted Dolphin,90027
9002701Q,402  B12:00  5:18.372,166600,2.185,Pantropical Spotted Dolphin,90027
9002701R,402  B12:00  5:20.633,166600,2.110,Pantropical Spotted Dolphin,90027
9002701S,402  B12:00  5:22.744,166600,1.482,Pantropical Spotted Dolphin,90027
9002701T,402  B12:00  5:24.008,166600,1.577,Pantropical Spotted Dolphin,90027
9002701U,402  B12:00  5:26.241,166600,2.185,Pantropical Spotted Dolphin,90027
9002701V,402  B12:00  5:28.427,166600,2.185,Pantropical Spotted Dolphin,90027
9002701W,402  B12:00  5:30.613,166600,2.185,Pantropical Spotted Dolphin,90027
9002701X,402  B12:00  5:32.799,166600,2.185,Pantropical Spotted Dolphin,90027
9002701Y,402  B12:00  5:37.171,166600,2.185,Sperm Whale,90027
9002701Z,402  B12:00  5:39.356,166600,2.185,Pantropical Spotted Dolphin,90027
90027020,402  B12:00  5:41.542,166600,2.185,Pantropical Spotted Dolphin,90027
90027021,402  B12:00  5:43.728,166600,1.769,Pantropical Spotted Dolphin,90027
90027022,402  B12:00  5:46.030,166600,1.851,Pantropical Spotted Dolphin,90027
90027023,402  B12:00  5:47.881,166600,2.185,Pantropical Spotted Dolphin,90027
90027024,402  B12:00  5:50.067,166600,2.185,Pantropical Spotted Dolphin,90027
90027025,402  B12:00  5:52.253,166600,2.185,Sperm Whale,90027
90027026,402  B12:00  5:54.439,166600,2.185,Sperm Whale,90027
90027027,402  B12:00  5:59.736,166600,1.916,Pantropical Spotted Dolphin,90027
90027028,402  B12:00  6:01.652,166600,2.185,Pantropical Spotted Dolphin,90027
90027029,402  B12:00  6:06.679,166600,2.185,Sperm Whale,90027
9002702A,402  B12:00  6:08.865,166600,2.185,Pantropical Spotted Dolphin,90027
9002702B,402  B12:00  6:11.051,166600,2.185,Pantropical Spotted Dolphin,90027
9002702C,402  B12:00  6:15.423,166600,1.707,Sperm Whale,90027
9002702D,402  B12:00  6:20.450,166600,2.185,Pantropical Spotted Dolphin,90027
9002702F,402  B12:00  6:30.505,166600,2.185,Pantropical Spotted Dolphin,90027
9002702G,402  B12:00  6:43.620,166600,2.049,Pantropical Spotted Dolphin,90027
9002702H,402  B12:00  6:45.797,166600,2.005,Pantropical Spotted Dolphin,90027
9002702I,402  B12:00  6:51.290,166600,2.197,Pantropical Spotted Dolphin,90027
9002702J,402  B12:00  6:57.285,166600,1.915,Pantropical Spotted Dolphin,90027
9002702K,402  B12:00  6:59.201,166600,2.197,Pantropical Spotted Dolphin,90027
9002702L,402  B12:00  7:03.596,166600,2.197,Pantropical Spotted Dolphin,90027
9002702M,402  B12:00  7:05.793,166600,2.197,Pantropical Spotted Dolphin,90027
9002702N,402  B12:00  7:07.990,166600,1.908,Pantropical Spotted Dolphin,90027
9002702O,402  B12:00  7:09.968,166600,2.173,Pantropical Spotted Dolphin,90027
9002702P,402  B12:00  7:13.240,166600,1.781,Pantropical Spotted Dolphin,90027
9002702Q,402  B12:00  7:15.022,166600,2.197,Pantropical Spotted Dolphin,90027
9002702R,402  B12:00  7:17.219,166600,2.197,Pantropical Spotted Dolphin,90027
9002702S,402  B12:00  7:19.417,166600,2.197,Pantropical Spotted Dolphin,90027
9002702T,402  B12:00  7:21.614,166600,2.197,Pantropical Spotted Dolphin,90027
9002702U,402  B12:00  7:24.608,166600,2.060,Pantropical Spotted Dolphin,90027
9002702V,402  B12:00  7:27.203,166600,1.661,Pantropical Spotted Dolphin,90027
9002702W,402  B12:00  7:28.865,166600,2.197,Pantropical Spotted Dolphin,90027
9002702X,402  B12:00  7:29.028,166600,2.304,Pantropical Spotted Dolphin,90027
9002702Y,402  B12:00  7:32.291,166600,2.038,Pantropical Spotted Dolphin,90027
9002702Z,402  B12:00  7:37.304,166600,1.941,Pantropical Spotted Dolphin,90027
90027030,402  B12:00  7:46.776,166600,1.980,Pantropical Spotted Dolphin,90027
90027031,402  B12:00  7:49.664,166600,1.721,Pantropical Spotted Dolphin,90027
90027032,402  B12:00  7:52.797,166600,2.276,Pantropical Spotted Dolphin,90027
90027033,402  B12:00  7:55.073,166600,2.063,Pantropical Spotted Dolphin,90027
90027034,402  B12:00  8:02.449,166600,1.941,Pantropical Spotted Dolphin,90027
90027035,402  B12:00  8:09.133,166600,2.276,Pantropical Spotted Dolphin,90027
90027036,402  B12:00  8:12.515,166600,1.458,Pantropical Spotted Dolphin,90027
90027037,402  B12:00  8:15.292,166600,1.743,Pantropical Spotted Dolphin,90027
90027038,402  B12:00  8:16.509,166600,2.081,Pantropical Spotted Dolphin,90027
90027039,402  B12:00  8:18.814,166600,1.689,Pantropical Spotted Dolphin,90027
9002703A,402  B12:00  8:20.618,166600,1.883,Pantropical Spotted Dolphin,90027
9002703B,402  B12:00  8:24.605,166600,2.276,Pantropical Spotted Dolphin,90027
9002703C,402  B12:00  8:33.036,166600,1.912,Pantropical Spotted Dolphin,90027
9002703D,402  B12:00  8:40.459,166600,2.099,Pantropical Spotted Dolphin,90027
9002703E,402  B12:00  8:47.625,166600,2.304,Pantropical Spotted Dolphin,90027
9002703F,402  B12:00  8:52.235,166600,2.304,Pantropical Spotted Dolphin,90027
9002703G,402  B12:00  8:54.540,166600,2.157,Pantropical Spotted Dolphin,90027
9002703H,402  B12:00  8:57.202,166600,1.948,Pantropical Spotted Dolphin,90027
9002703I,402  B12:00  8:59.692,166600,1.757,Pantropical Spotted Dolphin,90027
9002703J,402  B12:00  9:01.455,166600,2.009,Pantropical Spotted Dolphin,90027
9002703K,402  B12:00  9:06.713,166600,1.426,Pantropical Spotted Dolphin,90027
9002703L,402  B12:00  9:10.444,166600,2.304,Pantropical Spotted Dolphin,90027
9002703M,402  B12:00  9:13.151,166600,2.422,Pantropical Spotted Dolphin,90027
9002703N,402  B12:00  9:23.108,166600,1.701,Pantropical Spotted Dolphin,90027
9002703O,402  B12:00  9:25.119,166600,2.447,Pantropical Spotted Dolphin,90027
9002703P,402  B12:00  9:27.566,166600,2.447,Pantropical Spotted Dolphin,90027
9002703Q,402  B12:00  9:31.248,166600,1.946,Pantropical Spotted Dolphin,90027
9002703R,402  B12:00  9:36.375,166600,2.447,Pantropical Spotted Dolphin,90027
9002703S,402  B12:00  9:42.248,166600,2.202,Pantropical Spotted Dolphin,90027
9002703T,402  B12:00  9:47.632,166600,2.297,Pantropical Spotted Dolphin,90027
9002703U,402  B12:00  9:52.924,166600,2.301,Pantropical Spotted Dolphin,90027
9002703V,402  B12:00  10:15.705,166600,2.301,Pantropical Spotted Dolphin,90027
9002703W,402  B12:00  10:21.688,166600,2.301,Pantropical Spotted Dolphin,90027
9002703X,402  B12:00  10:26.290,166600,2.301,Pantropical Spotted Dolphin,90027
