filename,CU:,SR:,CS:,species
7500403A,1095  B30:00  10:43.073,81600,0.886,Long-Finned Pilot Whale
7500403B,1095  B30:00  10:48.267,81600,0.656,Long-Finned Pilot Whale
7500403C,1095  B30:00  10:48.918,81600,1.423,Long-Finned Pilot Whale
7500403D,1095  B30:00  10:50.254,81600,1.488,Long-Finned Pilot Whale
7500403E,1095  B30:00  10:52.845,81600,1.887,Long-Finned Pilot Whale
7500403F,1095  B30:00  10:55.084,81600,1.109,Long-Finned Pilot Whale
7500403G,1095  B30:00  11:00.222,81600,1.997,Long-Finned Pilot Whale
7500403H,1095  B30:00  11:02.383,81600,0.401,Long-Finned Pilot Whale
7500403I,1095  B30:00  11:06.753,81600,1.208,Long-Finned Pilot Whale
7500403J,1095  B30:00  11:08.957,81600,2.251,Long-Finned Pilot Whale
7500403K,1095  B30:00  11:14.281,81600,0.972,Long-Finned Pilot Whale
7500403L,1095  B30:00  11:15.197,81600,1.956,Long-Finned Pilot Whale
7500403M,1095  B30:00  11:20.147,81600,1.519,Long-Finned Pilot Whale
7500403N,1095  B30:00  11:28.813,81600,1.067,Long-Finned Pilot Whale
7500403O,1095  B30:00  11:31.646,81600,1.017,Long-Finned Pilot Whale
7500403P,1095  B30:00  11:36.763,81600,0.736,Long-Finned Pilot Whale
7500403Q,1095  B30:00  11:55.116,81600,0.952,Long-Finned Pilot Whale
7500403R,1095  B30:00  13:37.852,81600,2.726,Long-Finned Pilot Whale
7500403S,1095  B30:00  13:47.473,81600,2.293,Long-Finned Pilot Whale
7500403T,1095  B30:00  14:13.186,81600,2.598,Long-Finned Pilot Whale
7500403U,1095  B30:00  14:18.757,81600,1.576,Long-Finned Pilot Whale
7500403V,1095  B30:00  14:35.688,81600,1.915,Long-Finned Pilot Whale
7500403W,1095  B30:00  14:37.553,81600,2.819,Long-Finned Pilot Whale
7500403X,1095  B30:00  14:40.948,81600,1.621,Long-Finned Pilot Whale
7500403Y,1095  B30:00  14:44.764,81600,1.839,Long-Finned Pilot Whale
75005001,1077  B25:55.00  0:06.807,80000,3.173,Long-Finned Pilot Whale
75005002,1077  B25:55.00  0:37.659,80000,2.088,Long-Finned Pilot Whale
75005003,1077  B25:55.00  0:42.206,80000,2.314,Long-Finned Pilot Whale
75005004,1077  B25:55.00  0:44.459,80000,1.547,Long-Finned Pilot Whale
75005005,1077  B25:55.00  0:46.105,80000,1.406,Long-Finned Pilot Whale
75005006,1077  B25:55.00  1:06.376,80000,5.740,Long-Finned Pilot Whale
75005007,1077  B25:55.00  1:12.482,80000,2.075,Long-Finned Pilot Whale
75005008,1077  B25:55.00  1:25.188,80000,2.954,Long-Finned Pilot Whale
75005009,1077  B25:55.00  1:28.068,80000,2.767,Long-Finned Pilot Whale
7500500A,1077  B25:55.00  1:49.180,80000,3.852,Long-Finned Pilot Whale
7500500B,1077  B25:55.00  2:05.627,80000,2.655,Long-Finned Pilot Whale
7500500C,1077  B25:55.00  2:14.762,80000,1.645,Long-Finned Pilot Whale
7500500D,1077  B25:55.00  2:41.344,80000,1.374,Long-Finned Pilot Whale
7500500E,1077  B25:55.00  2:43.700,80000,3.422,Long-Finned Pilot Whale
7500500F,1077  B25:55.00  3:03.185,80000,2.197,Long-Finned Pilot Whale
7500500G,1077  B25:55.00  3:05.308,80000,1.449,Long-Finned Pilot Whale
7500500H,1077  B25:55.00  3:59.416,80000,4.039,Long-Finned Pilot Whale
7500500I,1077  B25:55.00  4:07.672,80000,1.870,Long-Finned Pilot Whale
7500500J,1077  B25:55.00  4:13.198,80000,1.514,Long-Finned Pilot Whale
7500500K,1077  B25:55.00  4:19.640,80000,1.467,Long-Finned Pilot Whale
7500500L,1077  B25:55.00  4:20.865,80000,1.056,Long-Finned Pilot Whale
7500500M,1077  B25:55.00  4:29.809,80000,1.378,Long-Finned Pilot Whale
7500500N,1077  B25:55.00  4:34.412,80000,0.563,Long-Finned Pilot Whale
7500500O,1077  B25:55.00  4:39.520,80000,1.371,Long-Finned Pilot Whale
7500500P,1077  B25:55.00  4:42.345,80000,1.153,Long-Finned Pilot Whale
7500500Q,1077  B25:55.00  4:43.565,80000,0.737,Long-Finned Pilot Whale
7500500R,1077  B25:55.00  4:49.054,80000,1.189,Long-Finned Pilot Whale
7500500S,1077  B25:55.00  4:56.364,80000,0.931,Long-Finned Pilot Whale
7500500T,1077  B25:55.00  4:57.723,80000,4.282,Long-Finned Pilot Whale
7500500U,1077  B25:55.00  5:01.967,80000,1.206,Long-Finned Pilot Whale
7500500V,1077  B25:55.00  5:03.239,80000,2.795,Long-Finned Pilot Whale
7500500W,1077  B25:55.00  5:06.166,80000,3.300,Long-Finned Pilot Whale
7500500X,1077  B25:55.00  5:09.594,80000,3.515,Long-Finned Pilot Whale
7500500Y,1077  B25:55.00  5:13.081,80000,2.536,Long-Finned Pilot Whale
7500500Z,1077  B25:55.00  5:17.455,80000,1.797,Long-Finned Pilot Whale
75005010,1077  B25:55.00  5:27.794,80000,2.002,Long-Finned Pilot Whale
75005011,1077  B25:55.00  5:29.887,80000,0.534,Long-Finned Pilot Whale
75005012,1077  B25:55.00  5:35.074,80000,1.518,Long-Finned Pilot Whale
75005013,1077  B25:55.00  5:38.834,80000,2.917,Long-Finned Pilot Whale
75005014,1077  B25:55.00  5:49.361,80000,1.148,Long-Finned Pilot Whale
75005015,1077  B25:55.00  5:58.689,80000,2.036,Long-Finned Pilot Whale
75005017,1077  B25:55.00  6:04.839,80000,2.117,Long-Finned Pilot Whale
75005018,1077  B25:55.00  6:14.860,80000,1.634,Long-Finned Pilot Whale
75005019,1077  B25:55.00  6:16.495,80000,2.234,Long-Finned Pilot Whale
7500501A,1077  B25:55.00  6:18.395,80000,3.184,Long-Finned Pilot Whale
7500501B,1077  B25:55.00  6:21.580,80000,1.800,Long-Finned Pilot Whale
7500501C,1077  B25:55.00  6:24.532,80000,3.385,Long-Finned Pilot Whale
7500501D,1077  B25:55.00  6:27.917,80000,2.251,Long-Finned Pilot Whale
7500501E,1077  B25:55.00  6:34.237,80000,2.501,Long-Finned Pilot Whale
7500501F,1077  B25:55.00  6:36.671,80000,4.318,Long-Finned Pilot Whale
7500501G,1077  B25:55.00  6:41.657,80000,4.702,Long-Finned Pilot Whale
7500501H,1077  B25:55.00  6:50.995,80000,2.801,Long-Finned Pilot Whale
7500501I,1077  B25:55.00  7:02.167,80000,1.367,Long-Finned Pilot Whale
7500501J,1077  B25:55.00  7:17.808,80000,4.002,Long-Finned Pilot Whale
7500501K,1077  B25:55.00  7:26.746,80000,2.701,Long-Finned Pilot Whale
7500501L,1077  B25:55.00  7:29.147,80000,4.552,Long-Finned Pilot Whale
7500501M,1077  B25:55.00  7:34.200,80000,3.451,Long-Finned Pilot Whale
7500501N,1077  B25:55.00  8:23.591,80000,2.417,Long-Finned Pilot Whale
7500501O,1077  B25:55.00  9:33.454,80000,1.281,Long-Finned Pilot Whale
7500501P,1077  B25:55.00  9:34.735,80000,1.354,Long-Finned Pilot Whale
7500501Q,1077  B25:55.00  9:37.699,80000,1.683,Long-Finned Pilot Whale
7500501R,1077  B25:55.00  9:41.313,80000,4.620,Long-Finned Pilot Whale
7500502J,1077  B25:55.00  16:34.557,80000,2.279,Long-Finned Pilot Whale
7500502K,1077  B25:55.00  16:40.003,80000,1.835,Long-Finned Pilot Whale
7500502L,1077  B25:55.00  16:43.747,80000,0.673,Long-Finned Pilot Whale
7500502M,1077  B25:55.00  16:45.970,80000,0.406,Long-Finned Pilot Whale
7500502N,1077  B25:55.00  16:48.883,80000,0.762,Long-Finned Pilot Whale
7500502O,1077  B25:55.00  16:51.048,80000,0.772,Long-Finned Pilot Whale
7500502P,1077  B25:55.00  16:56.564,80000,0.441,Long-Finned Pilot Whale
7500502Q,1077  B25:55.00  16:58.769,80000,1.480,Long-Finned Pilot Whale
7500502R,1077  B25:55.00  17:00.693,80000,1.383,Long-Finned Pilot Whale
7500502S,1077  B25:55.00  17:02.891,80000,1.709,Long-Finned Pilot Whale
7500502T,1077  B25:55.00  17:06.547,80000,1.046,Long-Finned Pilot Whale
7500502U,1077  B25:55.00  17:07.774,80000,2.109,Long-Finned Pilot Whale
7500502V,1077  B25:55.00  17:10.484,80000,2.035,Long-Finned Pilot Whale
7500502W,1077  B25:55.00  17:12.260,80000,2.049,Long-Finned Pilot Whale
7500502X,1077  B25:55.00  17:14.106,80000,3.766,Long-Finned Pilot Whale
7500502Y,1077  B25:55.00  17:18.086,80000,2.113,Long-Finned Pilot Whale
7500502Z,1077  B25:55.00  17:20.129,80000,3.491,Long-Finned Pilot Whale
75005030,1077  B25:55.00  17:23.516,80000,2.870,Long-Finned Pilot Whale
75005031,1077  B25:55.00  17:26.335,80000,1.268,Long-Finned Pilot Whale
75005032,1077  B25:55.00  17:27.775,80000,4.748,Long-Finned Pilot Whale
75005033,1077  B25:55.00  17:32.465,80000,1.722,Long-Finned Pilot Whale
75005034,1077  B25:55.00  17:35.633,80000,2.055,Long-Finned Pilot Whale
75005035,1077  B25:55.00  17:39.146,80000,0.926,Long-Finned Pilot Whale
75005036,1077  B25:55.00  17:40.204,80000,2.295,Long-Finned Pilot Whale
75005037,1077  B25:55.00  17:45.138,80000,1.547,Long-Finned Pilot Whale
75005038,1077  B25:55.00  17:47.279,80000,2.280,Long-Finned Pilot Whale
75005039,1077  B25:55.00  17:53.156,80000,2.920,Long-Finned Pilot Whale
7500503A,1077  B25:55.00  17:56.692,80000,1.157,Long-Finned Pilot Whale
7500503B,1077  B25:55.00  17:59.850,80000,2.016,Long-Finned Pilot Whale
7500503C,1077  B25:55.00  18:11.159,80000,2.394,Long-Finned Pilot Whale
7500503D,1077  B25:55.00  18:45.755,80000,1.769,Long-Finned Pilot Whale
7500503E,1077  B25:55.00  19:00.496,80000,0.737,Long-Finned Pilot Whale
7500503F,1077  B25:55.00  19:13.515,80000,1.252,Long-Finned Pilot Whale
7500503G,1077  B25:55.00  19:22.583,80000,0.335,Long-Finned Pilot Whale
7500503H,1077  B25:55.00  19:26.448,80000,1.282,Long-Finned Pilot Whale
7500503I,1077  B25:55.00  19:28.579,80000,1.706,Long-Finned Pilot Whale
7500503L,1077  B25:55.00  17:27.775,80000,4.748,Long-Finned Pilot Whale
75010001,223  B7:00.00  5:23.229,166600,1.767,Long-Finned Pilot Whale
75010002,223  B7:00.00  5:25.220,166600,4.721,Long-Finned Pilot Whale
75010003,223  B7:00.00  5:31.223,166600,1.847,Long-Finned Pilot Whale
75010004,223  B7:00.00  5:44.463,166600,3.585,Long-Finned Pilot Whale
75010005,223  B7:00.00  5:47.987,166600,4.054,Long-Finned Pilot Whale
75010006,223  B7:00.00  5:59.043,166600,4.275,Long-Finned Pilot Whale
75010007,223  B7:00.00  6:06.763,166600,3.226,Long-Finned Pilot Whale
75010008,223  B7:00.00  6:12.244,166600,3.304,Long-Finned Pilot Whale
75010009,1009  B5:00.00  14:59.704,166600,2.672,Long-Finned Pilot Whale
7501000A,1009  B5:00.00  15:16.298,166600,2.143,Long-Finned Pilot Whale
7501000B,1009  B5:00.00  15:19.104,166600,1.677,Long-Finned Pilot Whale
7501000C,1009  B5:00.00  15:58.660,166600,3.593,Long-Finned Pilot Whale
7501000D,1009  B5:00.00  16:36.038,166600,1.679,Long-Finned Pilot Whale
7501000E,1009  B5:00.00  16:39.832,166600,1.954,Long-Finned Pilot Whale
7501000F,1009  B5:00.00  17:07.881,166600,2.484,Long-Finned Pilot Whale
7501000G,1009  B5:00.00  17:31.312,166600,2.428,Long-Finned Pilot Whale
7501000H,1009  B5:00.00  17:34.283,166600,2.182,Long-Finned Pilot Whale
7501000I,1009  B5:00.00  17:51.349,166600,2.118,Long-Finned Pilot Whale
7501000J,1009  B5:00.00  18:03.215,166600,1.591,Long-Finned Pilot Whale
7501000K,1009  B5:00.00  18:06.913,166600,1.345,Long-Finned Pilot Whale
7501000L,1009  B5:00.00  18:13.554,166600,1.877,Long-Finned Pilot Whale
7501000M,1009  B5:00.00  18:24.793,166600,2.023,Long-Finned Pilot Whale
7501000N,1009  B5:00.00  18:27.491,166600,1.388,Long-Finned Pilot Whale
7501000O,1009  B5:00.00  18:33.146,166600,1.435,Long-Finned Pilot Whale
7501000P,1009  B5:00.00  18:38.052,166600,1.098,Long-Finned Pilot Whale
7501000Q,1009  B5:00.00  18:42.340,166600,1.696,Long-Finned Pilot Whale
7501000R,1009  B5:00.00  18:44.516,166600,1.794,Long-Finned Pilot Whale
7501000S,1009  B5:00.00  18:47.213,166600,1.450,Long-Finned Pilot Whale
7501000T,1009  B5:00.00  18:49.156,166600,2.320,Long-Finned Pilot Whale
7501000U,1009  B5:00.00  18:51.477,166600,2.099,Long-Finned Pilot Whale
7501000V,1009  B5:00.00  18:55.573,166600,1.819,Long-Finned Pilot Whale
7501000W,1009  B5:00.00  18:57.509,166600,2.287,Long-Finned Pilot Whale
7501000X,1090  B2:00.00  19:00.000,166600,2.701,Long-Finned Pilot Whale
7501000Y,1090  B2:00.00  19:02.588,166600,3.143,Long-Finned Pilot Whale
7501000Z,1090  B2:00.00  19:05.731,166600,2.776,Long-Finned Pilot Whale
75010010,1090  B2:00.00  19:08.382,166600,2.185,Long-Finned Pilot Whale
75010011,1090  B2:00.00  19:10.433,166600,3.053,Long-Finned Pilot Whale
75010012,1090  B2:00.00  19:13.397,166600,1.961,Long-Finned Pilot Whale
75010013,1090  B2:00.00  19:15.331,166600,3.107,Long-Finned Pilot Whale
75010014,1090  B2:00.00  19:18.421,166600,3.152,Long-Finned Pilot Whale
75010015,1090  B2:00.00  19:21.412,166600,1.719,Long-Finned Pilot Whale
75010016,1090  B2:00.00  19:23.123,166600,3.331,Long-Finned Pilot Whale
75010017,1090  B2:00.00  19:26.490,166600,1.513,Long-Finned Pilot Whale
75010018,1090  B2:00.00  19:27.887,166600,2.310,Long-Finned Pilot Whale
75010019,1090  B2:00.00  19:30.027,166600,2.068,Long-Finned Pilot Whale
7501001A,1090  B2:00.00  19:32.096,166600,2.006,Long-Finned Pilot Whale
7501001B,1090  B2:00.00  19:34.013,166600,1.844,Long-Finned Pilot Whale
7501001C,1090  B2:00.00  19:35.804,166600,2.722,Long-Finned Pilot Whale
7501001D,1090  B2:00.00  19:38.625,166600,1.997,Long-Finned Pilot Whale
7501001E,1090  B2:00.00  19:40.541,166600,2.006,Long-Finned Pilot Whale
7501001F,1090  B2:00.00  19:42.503,166600,3.026,Long-Finned Pilot Whale
75011001,389  B47.50  36.64,40960,3.781,Sperm Whale
75011002,389  B47.50  41.36,40960,3.781,Sperm Whale
75011003,338  B47.50  5.921,40960,3.781,Sperm Whale
75011004,338  B47.50  20.74,40960,3.781,Sperm Whale
75011005,198  B6:00.00  0:00.061,166600,2.027,Sperm Whale
75011006,198  B6:00.00  0:07.280,166600,2.566,Sperm Whale
75011007,198  B6:00.00  0:15.786,166600,2.449,Long-Finned Pilot Whale
75011008,198  B6:00.00  0:18.961,166600,2.196,Sperm Whale
75011009,198  B6:00.00  0:22.149,166600,2.285,Sperm Whale
7501100A,198  B6:00.00  0:24.524,166600,2.627,Long-Finned Pilot Whale
7501100B,198  B6:00.00  0:27.151,166600,1.833,Sperm Whale
7501100C,198  B6:00.00  0:31.531,166600,2.217,Sperm Whale
7501100D,198  B6:00.00  0:34.179,166600,2.333,Sperm Whale
7501100E,198  B6:00.00  0:39.366,166600,2.401,Sperm Whale
7501100F,198  B6:00.00  0:46.804,166600,2.750,Sperm Whale
7501100G,198  B6:00.00  0:50.088,166600,1.827,Long-Finned Pilot Whale
7501100H,198  B6:00.00  0:52.073,166600,3.106,Long-Finned Pilot Whale
7501100I,198  B6:00.00  0:55.179,166600,1.594,Long-Finned Pilot Whale
7501100J,198  B6:00.00  1:01.146,166600,2.353,Long-Finned Pilot Whale
7501100K,198  B6:00.00  1:03.500,166600,2.066,Long-Finned Pilot Whale
7501100L,198  B6:00.00  1:12.697,166600,3.893,Long-Finned Pilot Whale
7501100M,198  B6:00.00  1:17.233,166600,2.087,Long-Finned Pilot Whale
7501100N,198  B6:00.00  1:21.788,166600,2.048,Long-Finned Pilot Whale
7501100O,198  B6:00.00  1:33.189,166600,2.613,Long-Finned Pilot Whale
7501100P,198  B6:00.00  1:35.802,166600,2.585,Long-Finned Pilot Whale
7501100Q,198  B6:00.00  2:09.252,166600,1.756,Long-Finned Pilot Whale
7501100R,198  B6:00.00  2:11.469,166600,1.679,Long-Finned Pilot Whale
7501100S,198  B6:00.00  2:13.901,166600,1.728,Long-Finned Pilot Whale
7501100T,198  B6:00.00  2:15.608,166600,1.728,Long-Finned Pilot Whale
7501100U,198  B6:00.00  2:17.726,166600,1.895,Long-Finned Pilot Whale
7501100V,198  B6:00.00  2:20.402,166600,2.989,Long-Finned Pilot Whale
7501100W,198  B6:00.00  2:23.413,166600,3.198,Long-Finned Pilot Whale
7501100X,198  B6:00.00  2:26.598,166600,2.682,Long-Finned Pilot Whale
7501100Y,198  B6:00.00  2:29.706,166600,3.184,Long-Finned Pilot Whale
7501100Z,198  B6:00.00  2:34.270,166600,2.446,Long-Finned Pilot Whale
75011010,198  B6:00.00  2:38.654,166600,2.878,Long-Finned Pilot Whale
75011011,198  B6:00.00  2:48.222,166600,3.644,Long-Finned Pilot Whale
75011012,198  B6:00.00  2:52.100,166600,3.671,Long-Finned Pilot Whale
75011013,198  B6:00.00  2:56.739,166600,3.693,Sperm Whale
75011014,198  B6:00.00  3:00.377,166600,2.514,Sperm Whale
75011015,198  B6:00.00  3:03.856,166600,2.511,Long-Finned Pilot Whale
75011016,198  B6:00.00  3:08.423,166600,3.113,Long-Finned Pilot Whale
75011017,198  B6:00.00  3:14.050,166600,2.359,Long-Finned Pilot Whale
75011018,198  B6:00.00  3:18.112,166600,3.423,Long-Finned Pilot Whale
75011019,198  B6:00.00  3:26.931,166600,3.732,Long-Finned Pilot Whale
7501101A,198  B6:00.00  3:35.576,166600,2.127,Long-Finned Pilot Whale
7501101B,198  B6:00.00  3:37.858,166600,3.326,Long-Finned Pilot Whale
7501101C,198  B6:00.00  3:43.253,166600,2.997,Long-Finned Pilot Whale
7501101D,198  B6:00.00  3:51.395,166600,3.345,Long-Finned Pilot Whale
7501101E,198  B6:00.00  3:56.791,166600,3.481,Long-Finned Pilot Whale
7501101F,198  B6:00.00  4:10.832,166600,3.113,Long-Finned Pilot Whale
7501101G,198  B6:00.00  4:22.834,166600,3.837,Long-Finned Pilot Whale
7501101H,198  B6:00.00  4:55.017,166600,3.854,Sperm Whale
7501101I,198  B6:00.00  5:11.648,166600,3.588,Sperm Whale
7501101J,198  B6:00.00  5:16.234,166600,2.791,Long-Finned Pilot Whale
7501101K,198  B6:00.00  5:29.492,166600,2.791,Sperm Whale
7501101L,198  B6:00.00  5:33.403,166600,2.133,Sperm Whale
7501101M,198  B6:00.00  5:36.908,166600,2.215,Sperm Whale
7501101N,198  B6:00.00  5:40.221,166600,3.310,Sperm Whale
7501101O,198  B6:00.00  5:43.504,166600,2.149,Sperm Whale
7501101P,198  B6:00.00  5:45.825,166600,3.942,Sperm Whale
7501101Q,198  B6:00.00  5:49.781,166600,3.507,Sperm Whale
7501101R,198  B6:00.00  5:54.285,166600,3.204,Sperm Whale
7501101S,409  B6:00.00  6:03.542,166600,3.865,Sperm Whale
7501101T,409  B6:00.00  6:06.649,166600,2.008,Sperm Whale
7501101U,409  B6:00.00  6:08.617,166600,2.904,Sperm Whale
7501101V,409  B6:00.00  6:11.603,166600,3.745,Sperm Whale
7501101W,409  B6:00.00  6:16.204,166600,3.162,Sperm Whale
7501101X,409  B6:00.00  6:19.379,166600,3.311,Sperm Whale
7501101Y,409  B6:00.00  6:31.458,166600,3.718,Long-Finned Pilot Whale
7501101Z,409  B6:00.00  7:48.829,166600,2.985,Long-Finned Pilot Whale
75011020,409  B6:00.00  8:06.702,166600,2.565,Long-Finned Pilot Whale
75011021,409  B6:00.00  8:40.156,166600,3.107,Sperm Whale
75011022,409  B6:00.00  8:43.983,166600,2.565,Sperm Whale
75011023,409  B6:00.00  8:48.204,166600,3.230,Sperm Whale
75011024,409  B6:00.00  8:51.434,166600,3.962,Sperm Whale
75011025,409  B6:00.00  8:56.645,166600,2.673,Sperm Whale
75011029,409  B6:00.00  9:25.159,166600,2.714,Sperm Whale
7501102A,409  B6:00.00  9:28.077,166600,1.981,Sperm Whale
7501102B,409  B6:00.00  9:31.076,166600,2.863,Sperm Whale
7501102C,409  B6:00.00  9:33.939,166600,2.307,Sperm Whale
7501102D,409  B6:00.00  9:40.209,166600,3.216,Sperm Whale
7501102E,409  B6:00.00  9:57.730,166600,2.198,Long-Finned Pilot Whale
7501102F,409  B6:00.00  10:00.390,166600,3.107,Long-Finned Pilot Whale
7501102G,409  B6:00.00  10:13.378,166600,2.442,Long-Finned Pilot Whale
7501102H,409  B6:00.00  11:17.734,166600,3.596,Sperm Whale
7501102I,409  B6:00.00  11:20.448,166600,3.840,Sperm Whale
7501102J,409  B6:00.00  11:24.750,166600,3.555,Sperm Whale
7501102K,409  B6:00.00  11:52.448,166600,3.772,Long-Finned Pilot Whale
7501102L,655  B6:00.00  12:08.174,166600,2.146,Long-Finned Pilot Whale
7501102M,655  B6:00.00  12:16.003,166600,2.183,Long-Finned Pilot Whale
7501102N,655  B6:00.00  12:27.057,166600,2.171,Long-Finned Pilot Whale
7501102O,655  B6:00.00  12:30.333,166600,2.158,Long-Finned Pilot Whale
7501102P,655  B6:00.00  12:33.583,166600,1.662,Long-Finned Pilot Whale
7501102Q,655  B6:00.00  12:37.988,166600,3.225,Long-Finned Pilot Whale
7501102R,655  B6:00.00  12:43.261,166600,3.002,Long-Finned Pilot Whale
7501102S,655  B6:00.00  12:47.727,166600,3.064,Long-Finned Pilot Whale
7501102T,655  B6:00.00  12:50.792,166600,3.039,Long-Finned Pilot Whale
7501102U,655  B6:00.00  12:53.770,166600,2.307,Long-Finned Pilot Whale
7501102V,655  B6:00.00  12:56.462,166600,2.270,Long-Finned Pilot Whale
7501102W,655  B6:00.00  12:59.725,166600,3.138,Long-Finned Pilot Whale
7501102X,655  B6:00.00  13:02.864,166600,2.344,Long-Finned Pilot Whale
7501102Y,655  B6:00.00  13:07.454,166600,2.555,Long-Finned Pilot Whale
7501102Z,655  B6:00.00  13:10.010,166600,3.548,Long-Finned Pilot Whale
75011030,655  B6:00.00  13:13.869,166600,2.344,Long-Finned Pilot Whale
75011031,655  B6:00.00  13:16.189,166600,3.188,Long-Finned Pilot Whale
75011032,655  B6:00.00  13:22.125,166600,2.661,Long-Finned Pilot Whale
75011033,655  B6:00.00  13:24.787,166600,1.483,Long-Finned Pilot Whale
75011034,655  B6:00.00  13:26.782,166600,2.064,Long-Finned Pilot Whale
75011035,655  B6:00.00  13:28.847,166600,2.494,Long-Finned Pilot Whale
75011036,655  B6:00.00  13:31.341,166600,2.717,Long-Finned Pilot Whale
75011037,655  B6:00.00  13:36.132,166600,3.045,Long-Finned Pilot Whale
75011038,655  B6:00.00  13:39.362,166600,2.389,Long-Finned Pilot Whale
75011039,655  B6:00.00  13:42.197,166600,3.373,Long-Finned Pilot Whale
7501103A,655  B6:00.00  13:45.558,166600,1.916,Long-Finned Pilot Whale
7501103B,655  B6:00.00  13:48.144,166600,1.929,Long-Finned Pilot Whale
7501103C,655  B6:00.00  13:50.073,166600,2.218,Long-Finned Pilot Whale
7501103D,655  B6:00.00  13:53.749,166600,2.940,Long-Finned Pilot Whale
7501103E,655  B6:00.00  13:58.212,166600,2.481,Long-Finned Pilot Whale
7501103F,655  B6:00.00  14:02.636,166600,1.877,Long-Finned Pilot Whale
7501103G,655  B6:00.00  14:04.894,166600,1.955,Long-Finned Pilot Whale
7501103H,655  B6:00.00  14:10.670,166600,2.691,Long-Finned Pilot Whale
7501103I,655  B6:00.00  14:15.291,166600,2.284,Long-Finned Pilot Whale
7501103J,655  B6:00.00  14:19.347,166600,2.113,Long-Finned Pilot Whale
7501103K,655  B6:00.00  14:31.083,166600,2.152,Long-Finned Pilot Whale
7501103L,655  B6:00.00  14:33.616,166600,2.034,Long-Finned Pilot Whale
7501103M,655  B6:00.00  14:39.524,166600,3.334,Long-Finned Pilot Whale
7501103N,655  B6:00.00  14:43.527,166600,1.798,Long-Finned Pilot Whale
7501103O,655  B6:00.00  14:46.665,166600,3.596,Long-Finned Pilot Whale
7501103P,655  B6:00.00  14:50.865,166600,3.504,Long-Finned Pilot Whale
7501103Q,655  B6:00.00  14:57.324,166600,2.572,Long-Finned Pilot Whale
7501103R,655  B6:00.00  15:00.960,166600,3.439,Long-Finned Pilot Whale
7501103S,655  B6:00.00  15:09.388,166600,3.609,Long-Finned Pilot Whale
7501103T,655  B6:00.00  15:16.359,166600,2.586,Long-Finned Pilot Whale
7501103U,655  B6:00.00  15:21.176,166600,2.113,Long-Finned Pilot Whale
7501103V,655  B6:00.00  15:24.576,166600,2.835,Long-Finned Pilot Whale
7501103W,655  B6:00.00  15:27.412,166600,1.837,Long-Finned Pilot Whale
7501103X,655  B6:00.00  15:38.570,166600,2.979,Long-Finned Pilot Whale
7501103Y,655  B6:00.00  15:42.259,166600,2.152,Long-Finned Pilot Whale
7501103Z,655  B6:00.00  15:45.357,166600,2.651,Long-Finned Pilot Whale
75011040,655  B6:00.00  15:49.584,166600,3.308,Long-Finned Pilot Whale
75011041,655  B6:00.00  15:56.397,166600,2.559,Long-Finned Pilot Whale
75011042,655  B6:00.00  15:58.799,166600,1.785,Sperm Whale
75011043,655  B6:00.00  16:00.584,166600,2.704,Sperm Whale
75011044,655  B6:00.00  16:03.328,166600,1.719,Long-Finned Pilot Whale
75011045,655  B6:00.00  16:05.021,166600,3.531,Sperm Whale
75011046,655  B6:00.00  16:08.539,166600,2.940,Sperm Whale
75011047,655  B6:00.00  16:11.480,166600,3.452,Sperm Whale
75011048,655  B6:00.00  16:15.549,166600,3.859,Sperm Whale
75011049,655  B6:00.00  16:19.527,166600,2.769,Long-Finned Pilot Whale
7501104A,655  B6:00.00  16:22.231,166600,1.601,Long-Finned Pilot Whale
7501104B,655  B6:00.00  16:24.305,166600,2.126,Sperm Whale
7501104C,655  B6:00.00  16:26.812,166600,2.034,Sperm Whale
7501104D,655  B6:00.00  16:39.611,166600,1.982,Sperm Whale
7501104E,655  B6:00.00  16:42.613,166600,1.870,Sperm Whale
7501104F,655  B6:00.00  16:44.483,166600,3.157,Long-Finned Pilot Whale
7501104G,655  B6:00.00  16:47.641,166600,2.642,Long-Finned Pilot Whale
7501104H,655  B6:00.00  16:51.003,166600,3.361,Sperm Whale
7501104I,655  B6:00.00  16:54.594,166600,2.304,Sperm Whale
7501104J,655  B6:00.00  16:57.413,166600,3.063,Sperm Whale
7501104K,655  B6:00.00  17:02.726,166600,2.019,Long-Finned Pilot Whale
7501104L,655  B6:00.00  17:04.746,166600,2.195,Long-Finned Pilot Whale
7501104M,655  B6:00.00  17:07.944,166600,1.965,Long-Finned Pilot Whale
7501104N,655  B6:00.00  17:09.923,166600,2.439,Long-Finned Pilot Whale
7501104O,655  B6:00.00  17:12.363,166600,3.266,Long-Finned Pilot Whale
7501104P,655  B6:00.00  17:15.575,166600,2.941,Long-Finned Pilot Whale
7501104Q,655  B6:00.00  17:18.489,166600,3.374,Long-Finned Pilot Whale
7501104R,655  B6:00.00  17:24.900,166600,2.046,Long-Finned Pilot Whale
7501104S,655  B6:00.00  17:30.972,166600,3.185,Long-Finned Pilot Whale
7501104T,655  B6:00.00  17:34.374,166600,2.656,Long-Finned Pilot Whale
7501104U,655  B6:00.00  17:37.477,166600,2.941,Long-Finned Pilot Whale
7501104V,655  B6:00.00  17:41.001,166600,2.520,Long-Finned Pilot Whale
7501104W,655  B6:00.00  17:49.974,166600,2.466,Long-Finned Pilot Whale
